40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.85	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	2
40.2	-74.75	3
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.2	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.15	-74.8	2
40.25	-74.7	2
40.25	-74.7	2
40.3	-74.7	2
40.3	-74.7	2
40.3	-74.7	2
40.3	-74.7	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
40.25	-74.8	2
